FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
H,0.27,0.13541666666666666,0.060240963855421686,0.1518987341772152,2.0833333333333335,1.0833333333333333,L,W,W,D,W,D,W,L,L,D,0,0,0,0,0,0,0,0,1.8333333333333333,0.08333333333333333,1.0,0.4166666666666667,-11.0
NH,0.12,0.17708333333333334,0.12048192771084337,0.20253164556962025,1.1666666666666667,1.25,D,W,D,W,W,W,L,D,W,D,0,0,0,0,0,0,0,0,0.16666666666666666,0.08333333333333333,-0.08333333333333333,0.25,-6.0
NH,0.15,0.25,0.12048192771084337,0.16455696202531644,1.6666666666666667,1.9166666666666667,W,L,L,W,W,W,W,W,D,D,0,0,0,0,0,0,0,0,0.4166666666666667,0.9166666666666666,-0.25,-0.16666666666666666,3.0
NH,0.2,0.11458333333333333,0.1686746987951807,0.16455696202531644,1.4166666666666667,1.0,W,W,W,D,L,W,L,L,D,L,0,0,0,0,0,0,0,0,0.5,-0.16666666666666666,0.4166666666666667,0.5,8.0
NH,0.09,0.14583333333333334,0.24096385542168675,0.24050632911392406,0.5833333333333334,1.25,D,L,L,D,D,L,L,W,D,D,0,0,0,0,0,0,0,0,-0.9166666666666666,-0.4166666666666667,-0.6666666666666666,-0.16666666666666666,-1.0
NH,0.08,0.125,0.24096385542168675,0.17721518987341772,0.8333333333333334,1.25,L,L,D,D,W,W,W,W,L,L,0,0,0,0,0,0,0,0,-1.0,-0.16666666666666666,-0.4166666666666667,-0.3333333333333333,9.0
NH,0.11,0.22916666666666666,0.21686746987951808,0.13924050632911392,0.75,1.6666666666666667,L,W,L,D,L,L,W,W,W,L,0,0,0,0,0,0,0,0,-0.5833333333333334,0.9166666666666666,-0.9166666666666666,-0.4166666666666667,12.0
NH,0.13,0.25,0.1927710843373494,0.16455696202531644,1.2307692307692308,1.8461538461538463,W,D,D,L,D,D,W,W,W,D,0,0,0,0,0,0,0,0,-0.23076923076923078,0.8461538461538461,-0.6153846153846154,-0.38461538461538464,4.0
NH,0.15,0.14583333333333334,0.12048192771084337,0.21518987341772153,1.6153846153846154,0.9230769230769231,D,W,L,L,W,L,D,D,W,L,0,0,0,0,0,0,0,0,0.38461538461538464,-0.23076923076923078,0.6923076923076923,0.15384615384615385,-4.0
NH,0.21,0.13541666666666666,0.1927710843373494,0.16455696202531644,1.3076923076923077,1.0,L,W,W,W,D,L,D,W,L,L,0,0,0,0,0,0,0,0,0.38461538461538464,0.0,0.3076923076923077,0.46153846153846156,6.0
H,0.13,0.13541666666666666,0.21686746987951808,0.189873417721519,1.0,1.2307692307692308,W,L,L,L,L,D,W,W,W,L,0,0,1,0,0,0,0,0,-0.38461538461538464,-0.15384615384615385,-0.23076923076923078,-0.5384615384615384,4.0
H,0.14,0.13541666666666666,0.18072289156626506,0.17721518987341772,1.2307692307692308,1.1538461538461537,D,L,L,D,W,W,W,L,L,D,0,0,0,0,0,0,0,0,-0.07692307692307693,-0.07692307692307693,0.07692307692307693,-0.15384615384615385,-6.0
NH,0.11,0.19791666666666666,0.26506024096385544,0.3291139240506329,0.6153846153846154,1.0769230769230769,D,D,L,L,D,L,D,W,L,L,0,0,0,0,0,0,0,0,-0.8461538461538461,-0.5384615384615384,-0.46153846153846156,-0.07692307692307693,-1.0
H,0.09,0.16666666666666666,0.25301204819277107,0.26582278481012656,0.8461538461538461,1.2307692307692308,D,L,L,D,D,D,L,L,W,D,0,0,0,0,0,0,0,0,-0.9230769230769231,-0.38461538461538464,-0.38461538461538464,-0.15384615384615385,-2.0
NH,0.11,0.1875,0.24096385542168675,0.21518987341772153,0.6923076923076923,1.2307692307692308,L,L,W,L,D,D,W,L,D,W,0,0,0,0,0,0,0,0,-0.6923076923076923,0.07692307692307693,-0.5384615384615384,-0.3076923076923077,1.0
NH,0.28,0.125,0.060240963855421686,0.16455696202531644,2.1538461538461537,1.2307692307692308,W,L,W,W,D,D,W,L,W,D,0,0,0,0,0,0,0,0,1.7692307692307692,-0.07692307692307693,0.9230769230769231,0.15384615384615385,-12.0
NH,0.13,0.25,0.13253012048192772,0.13924050632911392,1.1538461538461537,1.7692307692307692,D,D,W,D,W,W,L,W,W,W,0,0,0,0,1,0,0,0,0.15384615384615385,1.0,-0.6153846153846154,-0.23076923076923078,5.0
NH,0.26,0.1875,0.14457831325301204,0.21518987341772153,1.8571428571428572,1.3571428571428572,W,W,L,W,W,W,D,L,L,D,0,0,0,0,0,0,0,0,1.0,0.07142857142857142,0.5,0.5,-1.0
H,0.14,0.2916666666666667,0.20481927710843373,0.10126582278481013,0.9285714285714286,2.0,D,L,D,D,W,L,W,L,W,W,0,0,0,0,0,0,0,0,-0.21428571428571427,1.4285714285714286,-1.0714285714285714,-0.21428571428571427,8.0
H,0.19,0.13541666666666666,0.3132530120481928,0.2911392405063291,1.0714285714285714,0.6428571428571429,D,L,D,W,L,L,L,L,W,L,0,0,0,0,0,0,0,0,-0.5,-0.7142857142857143,0.42857142857142855,0.14285714285714285,3.0
H,0.21,0.21875,0.2289156626506024,0.20253164556962025,1.3571428571428572,1.2857142857142858,W,D,W,L,D,D,L,W,W,W,0,0,0,0,1,0,0,0,0.14285714285714285,0.35714285714285715,0.07142857142857142,-0.14285714285714285,-4.0
H,0.13,0.11458333333333333,0.20481927710843373,0.27848101265822783,1.1428571428571428,0.6428571428571429,L,D,W,W,W,D,D,D,L,L,1,0,0,0,0,0,0,0,-0.2857142857142857,-0.7857142857142857,0.5,0.5,-10.0
H,0.26,0.10416666666666667,0.18072289156626506,0.26582278481012656,1.7857142857142858,1.0,D,D,W,W,W,W,D,L,L,D,1,0,0,0,0,0,0,0,0.7857142857142857,-0.7857142857142857,0.7857142857142857,0.42857142857142855,-14.0
NH,0.16,0.15625,0.26506024096385544,0.22784810126582278,1.1428571428571428,1.1428571428571428,L,D,L,L,W,W,W,L,L,L,0,0,0,0,0,0,1,0,-0.42857142857142855,-0.21428571428571427,0.0,-0.14285714285714285,7.0
H,0.15,0.15625,0.21686746987951808,0.22784810126582278,1.0714285714285714,1.2142857142857142,L,W,W,L,L,D,W,D,D,L,0,0,0,0,0,0,0,0,-0.21428571428571427,-0.21428571428571427,-0.14285714285714285,0.0,4.0
NH,0.13,0.15625,0.1566265060240964,0.12658227848101267,1.0,1.5714285714285714,D,L,D,W,L,D,D,W,L,L,0,0,0,0,0,0,0,0,0.0,0.35714285714285715,-0.5714285714285714,0.0,7.0
NH,0.15,0.14583333333333334,0.1566265060240964,0.16455696202531644,1.3571428571428572,1.0714285714285714,W,D,W,L,W,L,D,D,W,D,0,0,0,0,0,0,0,0,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.2857142857142857,5.0
NH,0.15,0.2916666666666667,0.24096385542168675,0.189873417721519,1.1333333333333333,1.7333333333333334,L,D,W,D,D,L,W,W,L,W,0,0,0,0,0,0,0,0,-0.3333333333333333,0.8666666666666667,-0.6,-0.2,3.0
NH,0.26,0.21875,0.24096385542168675,0.34177215189873417,1.4666666666666666,1.2,W,W,D,W,L,W,D,L,D,W,0,0,0,0,0,0,0,0,0.4,-0.4,0.26666666666666666,0.13333333333333333,-4.0
NH,0.16,0.16666666666666666,0.18072289156626506,0.31645569620253167,1.0666666666666667,1.0666666666666667,D,L,D,D,W,L,L,D,L,L,0,0,0,0,0,0,0,0,0.06666666666666667,-0.6,0.0,0.3333333333333333,-10.0
NH,0.14,0.15625,0.20481927710843373,0.21518987341772153,0.9333333333333333,1.0666666666666667,L,D,L,D,W,W,D,L,D,D,0,0,0,0,0,0,0,0,-0.2,-0.13333333333333333,-0.13333333333333333,-0.06666666666666667,3.0
H,0.28,0.17708333333333334,0.18072289156626506,0.22784810126582278,1.8666666666666667,1.2,W,D,D,W,W,W,L,W,W,L,0,0,0,0,0,0,0,0,0.8666666666666667,-0.06666666666666667,0.6666666666666666,0.13333333333333333,-8.0
NH,0.18,0.19791666666666666,0.21686746987951808,0.13924050632911392,1.2666666666666666,1.6666666666666667,W,W,W,L,L,W,D,D,W,L,0,0,0,0,0,0,0,0,0.0,0.5333333333333333,-0.4,0.06666666666666667,6.0
H,0.11,0.10416666666666667,0.30120481927710846,0.2911392405063291,0.6,0.9333333333333333,L,D,D,D,L,L,W,D,L,L,0,0,0,0,0,0,0,0,-0.9333333333333333,-0.8666666666666667,-0.3333333333333333,-0.06666666666666667,1.0
H,0.14,0.17708333333333334,0.30120481927710846,0.189873417721519,0.6,1.3333333333333333,L,L,L,L,W,D,W,D,W,L,0,0,0,0,0,0,0,0,-0.7333333333333333,0.13333333333333333,-0.7333333333333333,-0.3333333333333333,2.0
NH,0.22,0.2916666666666667,0.25301204819277107,0.11392405063291139,1.2,1.8666666666666667,L,D,L,W,W,L,L,W,L,W,0,0,0,0,0,0,0,0,0.06666666666666667,1.2666666666666666,-0.6666666666666666,0.06666666666666667,17.0
H,0.21,0.16666666666666666,0.2289156626506024,0.21518987341772153,1.4666666666666666,1.2666666666666666,W,W,D,L,L,W,L,D,W,W,0,0,0,0,0,0,0,0,0.13333333333333333,-0.06666666666666667,0.2,-0.2,-3.0
H,0.32,0.15625,0.20481927710843373,0.22784810126582278,1.8125,0.9375,W,L,W,W,L,D,L,D,L,D,0,0,0,0,0,0,0,0,0.9375,-0.1875,0.875,0.375,-9.0
NH,0.16,0.23958333333333334,0.21686746987951808,0.25316455696202533,1.0625,1.5625,D,W,D,L,D,W,W,W,D,L,0,0,0,0,0,0,0,0,-0.125,0.1875,-0.5,-0.25,5.0
H,0.18,0.17708333333333334,0.30120481927710846,0.34177215189873417,1.125,0.75,L,W,L,W,W,W,L,L,L,L,0,0,0,0,0,0,1,0,-0.4375,-0.625,0.375,0.375,-5.0
NH,0.29,0.17708333333333334,0.12048192771084337,0.24050632911392406,1.8125,1.0,D,L,L,W,L,L,D,L,D,D,0,0,0,0,0,0,0,0,1.1875,-0.125,0.8125,0.0625,-7.0
H,0.2,0.2916666666666667,0.14457831325301204,0.27848101265822783,1.625,1.4375,D,W,D,D,W,D,W,W,D,W,0,0,0,0,0,0,0,0,0.5,0.375,0.1875,-0.125,-9.0
NH,0.11,0.19791666666666666,0.3132530120481928,0.24050632911392406,0.875,1.25,L,L,W,D,L,D,W,W,W,L,0,0,0,0,0,0,0,0,-0.9375,0.0,-0.375,-0.375,5.0
H,0.19,0.14583333333333334,0.21686746987951808,0.3291139240506329,1.25,0.75,L,D,W,D,W,W,L,D,D,D,0,0,0,0,0,0,0,0,0.0625,-0.75,0.5,0.125,-4.0
H,0.2,0.23958333333333334,0.3132530120481928,0.27848101265822783,1.1875,1.1875,W,L,L,D,L,D,L,D,L,W,0,0,0,0,0,0,0,0,-0.375,0.0625,0.0,-0.0625,0.0
H,0.17,0.17708333333333334,0.2289156626506024,0.3037974683544304,1.1875,1.0625,L,W,L,D,W,L,L,D,W,D,0,0,0,0,0,0,0,0,-0.125,-0.4375,0.125,0.125,1.0
H,0.17,0.20833333333333334,0.2891566265060241,0.3291139240506329,1.0625,1.1875,L,L,D,W,D,W,L,L,D,L,0,0,0,0,0,0,0,0,-0.4375,-0.375,-0.125,0.0625,-12.0
NH,0.18,0.13541666666666666,0.24096385542168675,0.35443037974683544,1.0,0.8823529411764706,D,L,D,L,D,D,L,L,W,D,0,0,0,0,0,0,0,0,-0.11764705882352941,-0.8823529411764706,0.11764705882352941,-0.11764705882352941,-8.0
NH,0.16,0.20833333333333334,0.24096385542168675,0.22784810126582278,0.8823529411764706,1.3529411764705883,L,D,L,D,L,W,L,D,W,D,0,0,0,0,0,0,0,0,-0.23529411764705882,0.11764705882352941,-0.47058823529411764,-0.35294117647058826,-1.0
H,0.24,0.20833333333333334,0.30120481927710846,0.24050632911392406,1.1176470588235294,1.2941176470588236,L,D,L,D,L,W,L,W,L,D,0,0,0,0,0,0,0,0,-0.058823529411764705,0.058823529411764705,-0.17647058823529413,-0.29411764705882354,11.0
NH,0.21,0.25,0.25301204819277107,0.3670886075949367,1.2352941176470589,1.2941176470588236,D,D,W,W,W,W,D,W,D,L,1,0,0,0,0,0,0,0,0.0,-0.29411764705882354,-0.058823529411764705,0.17647058823529413,-7.0
NH,0.14,0.21875,0.3253012048192771,0.1518987341772152,0.7058823529411765,1.7058823529411764,L,W,L,D,D,W,D,W,D,D,0,0,0,0,0,0,0,0,-0.7647058823529411,0.5294117647058824,-1.0,-0.23529411764705882,12.0
H,0.28,0.21875,0.27710843373493976,0.31645569620253167,1.3529411764705883,1.2352941176470589,L,D,W,W,D,W,L,W,L,W,0,0,0,0,0,0,0,0,0.29411764705882354,-0.23529411764705882,0.11764705882352941,-0.058823529411764705,4.0
NH,0.24,0.3125,0.25301204819277107,0.13924050632911392,1.5294117647058822,1.7647058823529411,D,W,W,W,D,D,D,L,L,W,0,0,0,0,0,0,0,0,0.17647058823529413,1.1176470588235294,-0.23529411764705882,0.35294117647058826,3.0
H,0.17,0.17708333333333334,0.3614457831325301,0.24050632911392406,0.7058823529411765,1.0588235294117647,L,W,L,L,L,D,D,W,D,L,0,0,1,0,0,0,0,0,-0.7647058823529411,-0.11764705882352941,-0.35294117647058826,-0.17647058823529413,6.0
H,0.36,0.3541666666666667,0.1927710843373494,0.22784810126582278,2.0,1.8823529411764706,W,W,W,D,D,W,W,L,W,W,0,0,0,0,0,0,0,0,1.1764705882352942,0.9411764705882353,0.11764705882352941,-0.058823529411764705,-1.0
NH,0.21,0.14583333333333334,0.30120481927710846,0.34177215189873417,1.2352941176470589,0.7058823529411765,W,L,W,L,W,L,W,L,D,D,0,0,0,0,0,0,0,0,-0.23529411764705882,-0.7647058823529411,0.5294117647058824,0.23529411764705882,-7.0
H,0.2,0.3125,0.21686746987951808,0.3037974683544304,1.3333333333333333,1.4444444444444444,D,W,L,D,W,W,L,D,W,W,0,0,0,0,0,0,0,0,0.1111111111111111,0.3333333333333333,-0.1111111111111111,-0.1111111111111111,-1.0
NH,0.24,0.1875,0.1566265060240964,0.25316455696202533,1.7777777777777777,1.0,W,W,D,W,D,D,D,L,D,L,0,0,0,0,0,0,0,0,0.6111111111111112,-0.1111111111111111,0.7777777777777778,0.4444444444444444,-3.0
NH,0.19,0.2604166666666667,0.3373493975903614,0.27848101265822783,1.1111111111111112,1.5,W,L,L,L,D,D,D,W,W,W,0,0,0,0,1,0,0,0,-0.5,0.16666666666666666,-0.3888888888888889,-0.3888888888888889,2.0
NH,0.22,0.21875,0.3253012048192771,0.27848101265822783,1.1666666666666667,1.1666666666666667,L,W,L,W,L,L,D,D,W,W,0,0,0,0,0,0,0,0,-0.2777777777777778,-0.05555555555555555,0.0,-0.1111111111111111,-1.0
H,0.3,0.25,0.2891566265060241,0.3670886075949367,1.4444444444444444,1.2222222222222223,W,L,D,W,W,L,W,W,L,L,0,0,0,0,0,0,0,0,0.3333333333333333,-0.2777777777777778,0.2222222222222222,0.2222222222222222,-4.0
NH,0.16,0.15625,0.24096385542168675,0.379746835443038,0.8888888888888888,0.6666666666666666,D,L,D,L,D,L,L,W,L,D,0,0,0,0,0,0,0,0,-0.2222222222222222,-0.8333333333333334,0.2222222222222222,-0.05555555555555555,-5.0
H,0.38,0.20833333333333334,0.1927710843373494,0.22784810126582278,2.0555555555555554,1.3333333333333333,W,W,W,W,D,D,W,L,D,W,0,0,0,0,0,0,0,0,1.2222222222222223,0.1111111111111111,0.7222222222222222,0.2777777777777778,-11.0
NH,0.27,0.25,0.3132530120481928,0.16455696202531644,1.2222222222222223,1.7777777777777777,W,L,D,L,D,W,W,D,W,D,0,0,0,0,0,0,0,0,0.05555555555555555,0.6111111111111112,-0.5555555555555556,-0.3333333333333333,13.0
NH,0.18,0.13541666666666666,0.3614457831325301,0.35443037974683544,0.8333333333333334,0.8888888888888888,W,L,W,L,L,D,D,L,L,W,0,0,0,0,0,0,0,0,-0.6666666666666666,-0.8333333333333334,-0.05555555555555555,0.05555555555555555,-1.0
H,0.34,0.3229166666666667,0.2289156626506024,0.1518987341772152,1.7777777777777777,1.7222222222222223,L,W,W,L,W,D,D,D,L,L,0,0,0,0,0,0,0,0,0.8333333333333334,1.0555555555555556,0.05555555555555555,0.3333333333333333,2.0
NH,0.18,0.40625,0.25301204819277107,0.21518987341772153,1.0,2.0,D,L,D,D,W,D,W,W,W,W,0,0,0,0,1,0,0,0,-0.15789473684210525,1.1578947368421053,-1.0,-0.3684210526315789,7.0
H,0.25,0.20833333333333334,0.18072289156626506,0.379746835443038,1.6842105263157894,1.0526315789473684,L,W,W,D,W,L,W,L,L,L,0,0,0,0,0,0,1,0,0.5263157894736842,-0.5263157894736842,0.631578947368421,0.3684210526315789,-1.0
NH,0.23,0.17708333333333334,0.26506024096385544,0.2911392405063291,1.263157894736842,0.8421052631578947,W,L,D,D,W,L,D,L,D,L,0,0,0,0,0,0,0,0,0.05263157894736842,-0.3157894736842105,0.42105263157894735,0.3157894736842105,-1.0
NH,0.21,0.2708333333333333,0.21686746987951808,0.379746835443038,1.4210526315789473,1.3157894736842106,W,D,W,L,D,L,W,W,D,W,0,0,0,0,0,0,0,0,0.15789473684210525,-0.21052631578947367,0.10526315789473684,-0.10526315789473684,-5.0
H,0.27,0.2916666666666667,0.27710843373493976,0.3670886075949367,1.5789473684210527,1.1578947368421053,W,D,D,W,W,L,W,L,D,L,0,0,0,0,0,0,0,0,0.21052631578947367,-0.05263157894736842,0.42105263157894735,0.3684210526315789,-14.0
NH,0.24,0.23958333333333334,0.37349397590361444,0.35443037974683544,1.1578947368421053,1.1578947368421053,L,L,W,W,L,D,L,W,L,W,0,0,0,0,0,0,0,0,-0.3684210526315789,-0.2631578947368421,0.0,-0.05263157894736842,8.0
NH,0.16,0.20833333333333334,0.37349397590361444,0.26582278481012656,0.6842105263157895,1.105263157894737,D,L,L,W,L,W,D,D,L,D,0,0,0,0,0,0,0,0,-0.7894736842105263,-0.05263157894736842,-0.42105263157894735,-0.10526315789473684,9.0
H,0.32,0.3125,0.18072289156626506,0.31645569620253167,1.631578947368421,1.368421052631579,L,D,D,D,L,L,W,L,D,W,0,0,0,0,0,0,0,0,0.8947368421052632,0.2631578947368421,0.2631578947368421,-0.21052631578947367,-13.0
NH,0.21,0.19791666666666666,0.27710843373493976,0.4050632911392405,1.1578947368421053,0.7894736842105263,L,L,W,L,W,L,W,L,W,L,0,0,0,0,0,0,0,0,-0.10526315789473684,-0.6842105263157895,0.3684210526315789,0.0,-8.0
NH,0.15,0.3854166666666667,0.3493975903614458,0.25316455696202533,1.0,1.8421052631578947,W,D,D,L,L,W,L,W,W,L,0,0,0,0,0,0,0,0,-0.7368421052631579,0.8947368421052632,-0.8421052631578947,-0.21052631578947367,13.0
NH,0.18,0.40625,0.2891566265060241,0.27848101265822783,0.95,1.8,L,D,L,D,D,D,W,L,W,W,0,0,0,0,0,0,0,0,-0.3,0.85,-0.85,-0.35,6.0
H,0.23,0.3333333333333333,0.2891566265060241,0.31645569620253167,1.25,1.45,W,L,L,W,L,W,L,W,L,D,0,0,0,0,0,0,0,0,-0.05,0.35,-0.2,-0.05,-7.0
H,0.28,0.28125,0.1927710843373494,0.4050632911392405,1.75,1.25,W,L,W,W,D,L,L,W,W,D,0,0,0,0,0,0,0,0,0.6,-0.25,0.5,0.15,-13.0
H,0.23,0.21875,0.2891566265060241,0.27848101265822783,1.2,1.1,L,W,L,D,D,D,W,D,D,L,0,0,0,0,0,0,0,0,-0.05,-0.05,0.1,-0.05,3.0
H,0.21,0.23958333333333334,0.24096385542168675,0.379746835443038,1.35,1.1,L,W,D,W,L,L,D,L,W,L,0,0,0,0,0,0,0,0,0.05,-0.35,0.25,0.15,3.0
H,0.29,0.19791666666666666,0.27710843373493976,0.2911392405063291,1.65,0.95,W,W,D,D,W,W,L,D,L,D,0,0,0,0,0,0,0,0,0.3,-0.2,0.7,0.3,-8.0
NH,0.25,0.4270833333333333,0.40963855421686746,0.22784810126582278,1.1,2.05,L,L,L,W,W,W,D,W,W,W,0,0,0,0,1,0,0,0,-0.45,1.15,-0.95,-0.35,16.0
H,0.19,0.20833333333333334,0.3855421686746988,0.4050632911392405,0.8,0.9,W,D,L,L,W,W,L,W,L,W,0,0,0,0,0,0,0,0,-0.65,-0.6,-0.1,-0.1,2.0
NH,0.33,0.20833333333333334,0.18072289156626506,0.43037974683544306,1.7,1.0,W,L,D,D,D,L,L,W,L,L,0,0,0,0,0,0,0,0,0.9,-0.7,0.7,0.15,-5.0
NH,0.17,0.2916666666666667,0.37349397590361444,0.3924050632911392,1.0,1.1,D,W,D,D,L,L,L,W,L,D,0,0,0,0,0,0,0,0,-0.7,-0.15,-0.1,0.1,-2.0
NH,0.29,0.20833333333333334,0.39759036144578314,0.31645569620253167,1.3333333333333333,1.0476190476190477,W,L,L,W,W,W,L,D,L,D,0,0,0,0,0,0,0,0,-0.19047619047619047,-0.23809523809523808,0.2857142857142857,0.19047619047619047,9.0
H,0.19,0.2708333333333333,0.2891566265060241,0.45569620253164556,0.9047619047619048,1.0476190476190477,L,W,L,D,L,L,L,L,L,W,0,0,0,0,0,0,0,0,-0.23809523809523808,-0.47619047619047616,-0.14285714285714285,0.047619047619047616,-6.0
H,0.43,0.2604166666666667,0.2289156626506024,0.3037974683544304,2.0952380952380953,1.2857142857142858,W,W,D,W,W,W,L,W,L,D,0,0,0,0,0,0,0,0,1.1428571428571428,0.047619047619047616,0.8095238095238095,0.2857142857142857,-9.0
NH,0.42,0.3333333333333333,0.26506024096385544,0.20253164556962025,1.8571428571428572,1.8095238095238095,W,D,W,L,W,W,W,L,W,W,0,0,0,0,0,0,0,0,0.9523809523809523,0.7619047619047619,0.047619047619047616,-0.09523809523809523,-2.0
NH,0.23,0.21875,0.4457831325301205,0.27848101265822783,1.0,1.2857142857142858,D,L,L,W,L,L,L,W,D,W,0,0,0,0,0,0,0,0,-0.6666666666666666,-0.047619047619047616,-0.2857142857142857,-0.14285714285714285,-7.0
H,0.26,0.25,0.37349397590361444,0.34177215189873417,1.1904761904761905,1.1904761904761905,W,L,D,L,W,L,W,L,L,W,0,0,0,0,0,0,0,0,-0.23809523809523808,-0.14285714285714285,0.0,0.047619047619047616,3.0
NH,0.32,0.17708333333333334,0.3132530120481928,0.4050632911392405,1.380952380952381,0.9523809523809523,L,W,L,W,L,L,D,W,D,D,0,0,0,0,0,0,0,0,0.2857142857142857,-0.7142857142857143,0.42857142857142855,0.0,-2.0
H,0.21,0.3125,0.2891566265060241,0.2911392405063291,1.0476190476190477,1.7142857142857142,L,D,W,D,D,W,W,W,D,D,0,0,0,0,0,0,0,0,-0.14285714285714285,0.3333333333333333,-0.6666666666666666,-0.23809523809523808,4.0
H,0.29,0.20833333333333334,0.37349397590361444,0.4177215189873418,1.1904761904761905,0.8095238095238095,W,L,L,W,L,D,W,D,L,L,0,0,0,0,0,0,0,0,-0.09523809523809523,-0.6190476190476191,0.38095238095238093,0.047619047619047616,1.0
H,0.2,0.375,0.40963855421686746,0.22784810126582278,0.8571428571428571,1.6666666666666667,L,W,L,W,L,D,W,L,D,D,0,0,0,0,0,0,0,0,-0.6666666666666666,0.8571428571428571,-0.8095238095238095,0.0,14.0
H,0.31,0.2604166666666667,0.43373493975903615,0.3670886075949367,1.2727272727272727,1.1363636363636365,L,W,L,L,W,L,L,W,L,L,0,0,0,0,0,0,0,0,-0.22727272727272727,-0.18181818181818182,0.13636363636363635,0.13636363636363635,11.0
H,0.36,0.2708333333333333,0.2289156626506024,0.43037974683544306,1.5909090909090908,1.1363636363636365,L,D,W,L,D,L,W,L,D,L,0,0,0,0,0,0,0,0,0.7727272727272727,-0.36363636363636365,0.45454545454545453,0.045454545454545456,-9.0
H,0.33,0.21875,0.1927710843373494,0.43037974683544306,1.8636363636363635,0.9545454545454546,W,W,W,L,W,W,L,W,L,W,0,0,0,0,0,0,0,0,0.7727272727272727,-0.5909090909090909,0.9090909090909091,0.13636363636363635,-10.0
H,0.26,0.34375,0.3132530120481928,0.35443037974683544,1.2272727272727273,1.3181818181818181,L,W,L,W,L,L,L,W,L,W,0,0,0,0,0,0,0,0,0.0,0.22727272727272727,-0.09090909090909091,0.0,-3.0
H,0.26,0.3229166666666667,0.46987951807228917,0.45569620253164556,1.0,1.2727272727272727,L,L,L,L,L,L,W,L,L,W,0,0,1,1,0,0,0,0,-0.5909090909090909,-0.22727272727272727,-0.2727272727272727,-0.2727272727272727,0.0
NH,0.22,0.4375,0.39759036144578314,0.27848101265822783,0.9090909090909091,1.8181818181818181,W,D,W,D,L,D,W,D,W,L,0,0,0,0,0,0,0,0,-0.5,0.9090909090909091,-0.9090909090909091,0.0,14.0
NH,0.18,0.22916666666666666,0.39759036144578314,0.3037974683544304,0.9545454545454546,1.0,D,L,D,W,D,W,L,W,L,D,0,0,0,0,0,0,0,0,-0.6818181818181818,-0.09090909090909091,-0.045454545454545456,-0.045454545454545456,4.0
NH,0.21,0.23958333333333334,0.3132530120481928,0.4810126582278481,1.0454545454545454,0.9545454545454546,D,W,L,D,L,L,D,L,L,W,0,0,0,0,0,0,0,0,-0.22727272727272727,-0.6818181818181818,0.09090909090909091,0.045454545454545456,3.0
NH,0.25,0.23958333333333334,0.3493975903614458,0.31645569620253167,1.1363636363636365,1.1363636363636365,L,L,W,L,L,W,L,D,W,D,0,0,0,0,0,0,0,0,-0.18181818181818182,-0.09090909090909091,0.0,-0.22727272727272727,-1.0
NH,0.24,0.3541666666666667,0.26506024096385544,0.3924050632911392,1.3636363636363635,1.2727272727272727,W,L,L,W,D,W,W,L,L,W,0,0,0,0,0,0,0,0,0.09090909090909091,0.13636363636363635,0.09090909090909091,-0.09090909090909091,-5.0
NH,0.31,0.5,0.30120481927710846,0.24050632911392406,1.608695652173913,2.0869565217391304,D,L,W,W,W,W,D,W,W,D,1,0,0,0,0,0,0,0,0.2608695652173913,1.2608695652173914,-0.4782608695652174,-0.043478260869565216,2.0
H,0.45,0.19791666666666666,0.26506024096385544,0.43037974683544306,1.8695652173913044,0.9565217391304348,W,D,W,D,W,D,D,L,D,W,0,0,0,0,0,0,0,0,1.0,-0.6521739130434783,0.9130434782608695,0.21739130434782608,-13.0
H,0.24,0.34375,0.46987951807228917,0.20253164556962025,0.9565217391304348,1.826086956521739,D,L,D,L,L,D,W,W,W,L,0,0,0,0,0,0,0,0,-0.6521739130434783,0.7391304347826086,-0.8695652173913043,-0.34782608695652173,1.0
NH,0.32,0.2604166666666667,0.4578313253012048,0.27848101265822783,1.2173913043478262,1.434782608695652,L,L,W,L,L,W,W,L,L,W,0,0,0,0,0,0,0,0,-0.2608695652173913,0.13043478260869565,-0.21739130434782608,-0.2608695652173913,5.0
NH,0.25,0.22916666666666666,0.3253012048192771,0.4810126582278481,1.1304347826086956,0.8695652173913043,D,W,L,D,W,L,W,D,W,D,0,0,0,0,0,0,0,0,-0.08695652173913043,-0.6956521739130435,0.2608695652173913,0.0,-9.0
H,0.23,0.2916666666666667,0.30120481927710846,0.3291139240506329,1.0,1.3043478260869565,D,W,L,W,L,W,L,W,L,W,0,0,0,0,0,0,0,0,-0.08695652173913043,0.08695652173913043,-0.30434782608695654,-0.08695652173913043,1.0
H,0.48,0.21875,0.2289156626506024,0.3924050632911392,2.0869565217391304,1.0,W,D,W,W,D,L,D,W,L,D,0,0,0,0,0,0,0,0,1.2608695652173914,-0.43478260869565216,1.0869565217391304,0.2608695652173913,-7.0
